id_credito,regla,motivo
(fila_2752),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2765),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2778),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2864),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2893),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2903),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2925),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_2947),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3020),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3038),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3072),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3086),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3114),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3247),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3265),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3447),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3522),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3709),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3770),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3811),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3824),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3859),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3864),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3878),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3915),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3945),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_3992),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4038),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4090),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4118),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4207),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4245),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4276),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4298),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4312),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4318),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4351),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4476),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4495),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4533),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4579),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4651),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4741),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4778),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4940),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4960),nulo_id_credito,El campo id_credito esta vacio o es nulo
(fila_4997),nulo_id_credito,El campo id_credito esta vacio o es nulo
CRED-00071,nulo_monto,El campo monto esta vacio o es nulo
CRED-00224,nulo_monto,El campo monto esta vacio o es nulo
CRED-00379,nulo_monto,El campo monto esta vacio o es nulo
CRED-00423,nulo_monto,El campo monto esta vacio o es nulo
CRED-00578,nulo_monto,El campo monto esta vacio o es nulo
CRED-00582,nulo_monto,El campo monto esta vacio o es nulo
CRED-00609,nulo_monto,El campo monto esta vacio o es nulo
CRED-00617,nulo_monto,El campo monto esta vacio o es nulo
CRED-00940,nulo_monto,El campo monto esta vacio o es nulo
CRED-01037,nulo_monto,El campo monto esta vacio o es nulo
CRED-01094,nulo_monto,El campo monto esta vacio o es nulo
CRED-01271,nulo_monto,El campo monto esta vacio o es nulo
CRED-01290,nulo_monto,El campo monto esta vacio o es nulo
CRED-01344,nulo_monto,El campo monto esta vacio o es nulo
CRED-01484,nulo_monto,El campo monto esta vacio o es nulo
CRED-01535,nulo_monto,El campo monto esta vacio o es nulo
CRED-01569,nulo_monto,El campo monto esta vacio o es nulo
CRED-01570,nulo_monto,El campo monto esta vacio o es nulo
CRED-01750,nulo_monto,El campo monto esta vacio o es nulo
CRED-01768,nulo_monto,El campo monto esta vacio o es nulo
CRED-01815,nulo_monto,El campo monto esta vacio o es nulo
CRED-01818,nulo_monto,El campo monto esta vacio o es nulo
CRED-01836,nulo_monto,El campo monto esta vacio o es nulo
CRED-01869,nulo_monto,El campo monto esta vacio o es nulo
CRED-01979,nulo_monto,El campo monto esta vacio o es nulo
CRED-02075,nulo_monto,El campo monto esta vacio o es nulo
CRED-02147,nulo_monto,El campo monto esta vacio o es nulo
CRED-02161,nulo_monto,El campo monto esta vacio o es nulo
CRED-02234,nulo_monto,El campo monto esta vacio o es nulo
CRED-02308,nulo_monto,El campo monto esta vacio o es nulo
CRED-02461,nulo_monto,El campo monto esta vacio o es nulo
CRED-02478,nulo_monto,El campo monto esta vacio o es nulo
CRED-02514,nulo_monto,El campo monto esta vacio o es nulo
CRED-02598,nulo_monto,El campo monto esta vacio o es nulo
CRED-02646,nulo_monto,El campo monto esta vacio o es nulo
CRED-02755,nulo_monto,El campo monto esta vacio o es nulo
(fila_2765),nulo_monto,El campo monto esta vacio o es nulo
CRED-02885,nulo_monto,El campo monto esta vacio o es nulo
CRED-02945,nulo_monto,El campo monto esta vacio o es nulo
CRED-02981,nulo_monto,El campo monto esta vacio o es nulo
CRED-03010,nulo_monto,El campo monto esta vacio o es nulo
(fila_3086),nulo_monto,El campo monto esta vacio o es nulo
(fila_3114),nulo_monto,El campo monto esta vacio o es nulo
CRED-03149,nulo_monto,El campo monto esta vacio o es nulo
CRED-03309,nulo_monto,El campo monto esta vacio o es nulo
CRED-03360,nulo_monto,El campo monto esta vacio o es nulo
CRED-03371,nulo_monto,El campo monto esta vacio o es nulo
CRED-03454,nulo_monto,El campo monto esta vacio o es nulo
CRED-03481,nulo_monto,El campo monto esta vacio o es nulo
CRED-03482,nulo_monto,El campo monto esta vacio o es nulo
CRED-03649,nulo_monto,El campo monto esta vacio o es nulo
CRED-03721,nulo_monto,El campo monto esta vacio o es nulo
CRED-03725,nulo_monto,El campo monto esta vacio o es nulo
CRED-03739,nulo_monto,El campo monto esta vacio o es nulo
CRED-03765,nulo_monto,El campo monto esta vacio o es nulo
CRED-03930,nulo_monto,El campo monto esta vacio o es nulo
CRED-03994,nulo_monto,El campo monto esta vacio o es nulo
CRED-04019,nulo_monto,El campo monto esta vacio o es nulo
CRED-04167,nulo_monto,El campo monto esta vacio o es nulo
CRED-04253,nulo_monto,El campo monto esta vacio o es nulo
CRED-04339,nulo_monto,El campo monto esta vacio o es nulo
CRED-04349,nulo_monto,El campo monto esta vacio o es nulo
CRED-04367,nulo_monto,El campo monto esta vacio o es nulo
CRED-04388,nulo_monto,El campo monto esta vacio o es nulo
CRED-04511,nulo_monto,El campo monto esta vacio o es nulo
CRED-04545,nulo_monto,El campo monto esta vacio o es nulo
CRED-04703,nulo_monto,El campo monto esta vacio o es nulo
CRED-04837,nulo_monto,El campo monto esta vacio o es nulo
CRED-04848,nulo_monto,El campo monto esta vacio o es nulo
CRED-04914,nulo_monto,El campo monto esta vacio o es nulo
CRED-04956,nulo_monto,El campo monto esta vacio o es nulo
CRED-04977,nulo_monto,El campo monto esta vacio o es nulo
CRED-04981,nulo_monto,El campo monto esta vacio o es nulo
CRED-04994,nulo_monto,El campo monto esta vacio o es nulo
CRED-00062,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00117,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00140,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00185,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00211,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00299,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00388,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00534,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00580,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00756,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00757,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00819,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00927,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00965,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-00977,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01039,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01057,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01086,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01157,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01158,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01259,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01278,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01293,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01468,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01545,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01589,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01668,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01675,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01832,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01849,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01880,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01924,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01966,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01981,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-01998,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02012,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02109,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02171,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02174,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02184,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02275,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02281,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02390,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02398,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02400,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02447,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02452,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02453,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02486,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02514,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02560,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02595,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02612,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02780,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02826,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02837,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02871,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-02943,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03010,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03068,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03072,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03073,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03092,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03132,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03137,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03173,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03186,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03249,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03346,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03394,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03511,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03537,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03799,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03834,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03846,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-03869,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04048,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04143,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04189,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04205,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04363,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04543,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04622,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04643,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04644,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04781,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04802,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
CRED-04819,nulo_fecha_originacion,El campo fecha_originacion esta vacio o es nulo
(fila_69),monto_fuera_rango,"Monto $-3,141,422.68 por debajo del minimo ($1,000)"
CRED-00077,monto_fuera_rango,"Monto $-1,501,428.36 por debajo del minimo ($1,000)"
CRED-00079,monto_fuera_rango,"Monto $-1,615,076.43 por debajo del minimo ($1,000)"
CRED-00098,monto_fuera_rango,"Monto $-3,349,226.23 por debajo del minimo ($1,000)"
CRED-00118,monto_fuera_rango,"Monto $-935,668.26 por debajo del minimo ($1,000)"
CRED-00196,monto_fuera_rango,"Monto $-750,665.48 por debajo del minimo ($1,000)"
CRED-00297,monto_fuera_rango,"Monto $-1,381,351.92 por debajo del minimo ($1,000)"
CRED-00340,monto_fuera_rango,"Monto $-918,045.41 por debajo del minimo ($1,000)"
CRED-00341,monto_fuera_rango,"Monto $-4,538,689.89 por debajo del minimo ($1,000)"
CRED-00463,monto_fuera_rango,"Monto $-105,233.02 por debajo del minimo ($1,000)"
CRED-00503,monto_fuera_rango,"Monto $-24,911.52 por debajo del minimo ($1,000)"
CRED-00595,monto_fuera_rango,"Monto $-2,178,188.12 por debajo del minimo ($1,000)"
CRED-00769,monto_fuera_rango,"Monto $-2,972,713.35 por debajo del minimo ($1,000)"
CRED-00792,monto_fuera_rango,"Monto $-2,143,668.02 por debajo del minimo ($1,000)"
CRED-00835,monto_fuera_rango,"Monto $-1,217,268.54 por debajo del minimo ($1,000)"
CRED-00938,monto_fuera_rango,"Monto $-536,451.40 por debajo del minimo ($1,000)"
CRED-00976,monto_fuera_rango,"Monto $-2,997,370.70 por debajo del minimo ($1,000)"
CRED-01064,monto_fuera_rango,"Monto $-4,568,984.97 por debajo del minimo ($1,000)"
CRED-01075,monto_fuera_rango,"Monto $-2,144,259.67 por debajo del minimo ($1,000)"
CRED-01164,monto_fuera_rango,"Monto $-952,447.63 por debajo del minimo ($1,000)"
CRED-01251,monto_fuera_rango,"Monto $-1,313,272.30 por debajo del minimo ($1,000)"
CRED-01255,monto_fuera_rango,"Monto $-1,654,946.89 por debajo del minimo ($1,000)"
CRED-01330,monto_fuera_rango,"Monto $-3,967,767.09 por debajo del minimo ($1,000)"
CRED-01343,monto_fuera_rango,"Monto $-2,564,244.25 por debajo del minimo ($1,000)"
CRED-01366,monto_fuera_rango,"Monto $-281,583.25 por debajo del minimo ($1,000)"
CRED-01448,monto_fuera_rango,"Monto $-516,524.55 por debajo del minimo ($1,000)"
CRED-01467,monto_fuera_rango,"Monto $-3,761,781.48 por debajo del minimo ($1,000)"
CRED-01538,monto_fuera_rango,"Monto $-1,002,718.34 por debajo del minimo ($1,000)"
CRED-01650,monto_fuera_rango,"Monto $-4,489,504.21 por debajo del minimo ($1,000)"
CRED-01651,monto_fuera_rango,"Monto $-4,672,254.65 por debajo del minimo ($1,000)"
(fila_1711),monto_fuera_rango,"Monto $-2,809,224.57 por debajo del minimo ($1,000)"
CRED-01766,monto_fuera_rango,"Monto $-2,937,378.74 por debajo del minimo ($1,000)"
CRED-01817,monto_fuera_rango,"Monto $-2,954,149.75 por debajo del minimo ($1,000)"
CRED-01822,monto_fuera_rango,"Monto $-2,976,263.31 por debajo del minimo ($1,000)"
CRED-01898,monto_fuera_rango,"Monto $-4,833,430.30 por debajo del minimo ($1,000)"
CRED-01899,monto_fuera_rango,"Monto $-800,398.21 por debajo del minimo ($1,000)"
CRED-02069,monto_fuera_rango,"Monto $-4,872,969.98 por debajo del minimo ($1,000)"
CRED-02098,monto_fuera_rango,"Monto $-4,816,941.33 por debajo del minimo ($1,000)"
CRED-02164,monto_fuera_rango,"Monto $-987,464.66 por debajo del minimo ($1,000)"
CRED-02219,monto_fuera_rango,"Monto $-295,192.76 por debajo del minimo ($1,000)"
CRED-02382,monto_fuera_rango,"Monto $-3,310,271.28 por debajo del minimo ($1,000)"
CRED-02430,monto_fuera_rango,"Monto $-3,511,328.19 por debajo del minimo ($1,000)"
CRED-02618,monto_fuera_rango,"Monto $-350,835.37 por debajo del minimo ($1,000)"
CRED-02701,monto_fuera_rango,"Monto $-4,737,150.13 por debajo del minimo ($1,000)"
CRED-02730,monto_fuera_rango,"Monto $-3,460,880.28 por debajo del minimo ($1,000)"
CRED-02774,monto_fuera_rango,"Monto $-1,591,023.57 por debajo del minimo ($1,000)"
CRED-02818,monto_fuera_rango,"Monto $-1,243,166.93 por debajo del minimo ($1,000)"
CRED-02857,monto_fuera_rango,"Monto $-3,534,565.08 por debajo del minimo ($1,000)"
CRED-02864,monto_fuera_rango,"Monto $-3,371,438.81 por debajo del minimo ($1,000)"
CRED-02874,monto_fuera_rango,"Monto $-2,633,510.43 por debajo del minimo ($1,000)"
CRED-02928,monto_fuera_rango,"Monto $-3,902,302.56 por debajo del minimo ($1,000)"
(fila_3072),monto_fuera_rango,"Monto $-1,803,943.69 por debajo del minimo ($1,000)"
CRED-03154,monto_fuera_rango,"Monto $-658,786.36 por debajo del minimo ($1,000)"
CRED-03213,monto_fuera_rango,"Monto $-3,681,674.48 por debajo del minimo ($1,000)"
CRED-03409,monto_fuera_rango,"Monto $-620,919.07 por debajo del minimo ($1,000)"
CRED-03473,monto_fuera_rango,"Monto $-948,350.55 por debajo del minimo ($1,000)"
CRED-03495,monto_fuera_rango,"Monto $-3,286,077.96 por debajo del minimo ($1,000)"
CRED-03498,monto_fuera_rango,"Monto $-2,888,638.40 por debajo del minimo ($1,000)"
CRED-03598,monto_fuera_rango,"Monto $-3,395,879.49 por debajo del minimo ($1,000)"
CRED-03683,monto_fuera_rango,"Monto $-1,157,677.97 por debajo del minimo ($1,000)"
CRED-03723,monto_fuera_rango,"Monto $-2,587,753.07 por debajo del minimo ($1,000)"
CRED-03811,monto_fuera_rango,"Monto $-325,840.64 por debajo del minimo ($1,000)"
CRED-03830,monto_fuera_rango,"Monto $-489,685.41 por debajo del minimo ($1,000)"
CRED-03876,monto_fuera_rango,"Monto $-4,398,389.70 por debajo del minimo ($1,000)"
CRED-03913,monto_fuera_rango,"Monto $-3,072,753.10 por debajo del minimo ($1,000)"
CRED-04016,monto_fuera_rango,"Monto $-4,220,940.35 por debajo del minimo ($1,000)"
CRED-04057,monto_fuera_rango,"Monto $-4,852,847.02 por debajo del minimo ($1,000)"
CRED-04145,monto_fuera_rango,"Monto $-4,265,818.56 por debajo del minimo ($1,000)"
CRED-04234,monto_fuera_rango,"Monto $-3,701,669.71 por debajo del minimo ($1,000)"
CRED-04289,monto_fuera_rango,"Monto $-356,259.97 por debajo del minimo ($1,000)"
CRED-04337,monto_fuera_rango,"Monto $-3,614,318.15 por debajo del minimo ($1,000)"
CRED-04467,monto_fuera_rango,"Monto $-746,496.61 por debajo del minimo ($1,000)"
CRED-04498,monto_fuera_rango,"Monto $-546,777.94 por debajo del minimo ($1,000)"
CRED-04648,monto_fuera_rango,"Monto $-601,046.36 por debajo del minimo ($1,000)"
CRED-04667,monto_fuera_rango,"Monto $-3,504,199.99 por debajo del minimo ($1,000)"
CRED-04778,monto_fuera_rango,"Monto $-472,327.44 por debajo del minimo ($1,000)"
CRED-04980,monto_fuera_rango,"Monto $-4,544,829.83 por debajo del minimo ($1,000)"
CRED-05000,monto_fuera_rango,"Monto $-2,875,659.45 por debajo del minimo ($1,000)"
CRED-00001,duplicado_id,id_credito=CRED-00001 aparece 2 veces (duplicado)
CRED-00022,duplicado_id,id_credito=CRED-00022 aparece 2 veces (duplicado)
CRED-00038,duplicado_id,id_credito=CRED-00038 aparece 2 veces (duplicado)
CRED-00001,duplicado_id,id_credito=CRED-00001 aparece 2 veces (duplicado)
CRED-00038,duplicado_id,id_credito=CRED-00038 aparece 2 veces (duplicado)
CRED-00072,duplicado_id,id_credito=CRED-00072 aparece 2 veces (duplicado)
CRED-00098,duplicado_id,id_credito=CRED-00098 aparece 2 veces (duplicado)
CRED-00103,duplicado_id,id_credito=CRED-00103 aparece 2 veces (duplicado)
CRED-00110,duplicado_id,id_credito=CRED-00110 aparece 2 veces (duplicado)
CRED-00197,duplicado_id,id_credito=CRED-00197 aparece 2 veces (duplicado)
CRED-00199,duplicado_id,id_credito=CRED-00199 aparece 2 veces (duplicado)
CRED-00239,duplicado_id,id_credito=CRED-00239 aparece 2 veces (duplicado)
CRED-00265,duplicado_id,id_credito=CRED-00265 aparece 2 veces (duplicado)
CRED-00296,duplicado_id,id_credito=CRED-00296 aparece 2 veces (duplicado)
CRED-00307,duplicado_id,id_credito=CRED-00307 aparece 2 veces (duplicado)
CRED-00347,duplicado_id,id_credito=CRED-00347 aparece 2 veces (duplicado)
CRED-00358,duplicado_id,id_credito=CRED-00358 aparece 2 veces (duplicado)
CRED-00307,duplicado_id,id_credito=CRED-00307 aparece 2 veces (duplicado)
CRED-00392,duplicado_id,id_credito=CRED-00392 aparece 2 veces (duplicado)
CRED-00405,duplicado_id,id_credito=CRED-00405 aparece 2 veces (duplicado)
CRED-00239,duplicado_id,id_credito=CRED-00239 aparece 2 veces (duplicado)
CRED-00416,duplicado_id,id_credito=CRED-00416 aparece 2 veces (duplicado)
CRED-00429,duplicado_id,id_credito=CRED-00429 aparece 2 veces (duplicado)
CRED-00462,duplicado_id,id_credito=CRED-00462 aparece 2 veces (duplicado)
CRED-00491,duplicado_id,id_credito=CRED-00491 aparece 2 veces (duplicado)
CRED-00494,duplicado_id,id_credito=CRED-00494 aparece 2 veces (duplicado)
CRED-00503,duplicado_id,id_credito=CRED-00503 aparece 2 veces (duplicado)
